class_index,filepaths,labels,data_set
17,train/ORANGE TIP/94.jpg,ORANGE TIP,train
17,train/ORANGE TIP/80.jpg,ORANGE TIP,train
17,train/ORANGE TIP/57.jpg,ORANGE TIP,train
17,train/ORANGE TIP/43.jpg,ORANGE TIP,train
17,train/ORANGE TIP/55.jpg,ORANGE TIP,train
17,train/ORANGE TIP/41.jpg,ORANGE TIP,train
17,train/ORANGE TIP/69.jpg,ORANGE TIP,train
17,train/ORANGE TIP/82.jpg,ORANGE TIP,train
17,train/ORANGE TIP/83.jpg,ORANGE TIP,train
17,train/ORANGE TIP/68.jpg,ORANGE TIP,train
17,train/ORANGE TIP/78.jpg,ORANGE TIP,train
17,train/ORANGE TIP/50.jpg,ORANGE TIP,train
17,train/ORANGE TIP/44.jpg,ORANGE TIP,train
17,train/ORANGE TIP/87.jpg,ORANGE TIP,train
17,train/ORANGE TIP/86.jpg,ORANGE TIP,train
17,train/ORANGE TIP/45.jpg,ORANGE TIP,train
17,train/ORANGE TIP/51.jpg,ORANGE TIP,train
17,train/ORANGE TIP/79.jpg,ORANGE TIP,train
17,train/ORANGE TIP/47.jpg,ORANGE TIP,train
17,train/ORANGE TIP/53.jpg,ORANGE TIP,train
17,train/ORANGE TIP/84.jpg,ORANGE TIP,train
17,train/ORANGE TIP/91.jpg,ORANGE TIP,train
17,train/ORANGE TIP/52.jpg,ORANGE TIP,train
17,train/ORANGE TIP/46.jpg,ORANGE TIP,train
18,train/HERCULES MOTH/016.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/003.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/017.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/029.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/015.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/014.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/028.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/004.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/010.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/038.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/039.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/011.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/005.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/013.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/007.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/006.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/129.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/115.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/075.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/061.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/060.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/074.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/048.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/114.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/100.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/116.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/102.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/089.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/062.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/076.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/077.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/063.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/088.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/103.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/117.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/107.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/098.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/067.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/073.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/072.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/066.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/099.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/106.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/112.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/110.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/070.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/059.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/065.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/071.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/111.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/105.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/108.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/120.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/134.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/097.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/083.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/054.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/040.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/041.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/069.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/082.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/096.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/121.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/109.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/137.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/123.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/080.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/094.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/043.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/057.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/056.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/042.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/095.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/081.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/122.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/136.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/126.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/091.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/046.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/052.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/053.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/090.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/084.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/127.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/133.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/125.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/131.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/119.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/092.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/086.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/051.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/045.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/079.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/078.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/044.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/050.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/087.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/118.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/130.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/124.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/037.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/023.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/022.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/036.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/008.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/034.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/035.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/021.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/009.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/025.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/031.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/019.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/018.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/024.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/026.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/027.jpg,HERCULES MOTH,train
18,train/HERCULES MOTH/033.jpg,HERCULES MOTH,train
3,train/BROOKES BIRDWING/162.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/016.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/002.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/003.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/017.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/163.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/149.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/029.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/015.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/014.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/028.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/160.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/148.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/158.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/004.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/010.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/038.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/039.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/005.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/159.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/165.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/013.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/007.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/006.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/012.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/129.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/101.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/115.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/049.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/075.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/061.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/060.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/074.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/048.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/114.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/128.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/116.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/102.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/089.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/076.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/077.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/063.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/088.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/103.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/117.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/113.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/107.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/098.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/067.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/073.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/072.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/099.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/106.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/112.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/110.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/070.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/064.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/058.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/059.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/065.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/071.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/139.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/111.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/105.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/108.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/120.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/134.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/097.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/083.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/068.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/054.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/040.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/041.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/055.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/069.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/082.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/096.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/135.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/121.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/109.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/137.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/123.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/080.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/094.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/043.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/057.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/056.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/042.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/095.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/081.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/136.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/132.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/126.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/085.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/046.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/052.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/053.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/047.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/090.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/127.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/133.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/125.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/131.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/119.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/092.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/086.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/051.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/045.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/044.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/087.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/093.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/118.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/130.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/124.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/143.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/157.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/037.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/023.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/022.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/036.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/142.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/154.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/140.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/008.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/034.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/021.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/141.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/155.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/151.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/145.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/025.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/031.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/019.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/018.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/030.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/024.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/144.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/150.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/146.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/152.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/032.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/026.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/027.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/033.jpg,BROOKES BIRDWING,train
3,train/BROOKES BIRDWING/153.jpg,BROOKES BIRDWING,train
22,train/EMPEROR GUM MOTH/016.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/002.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/003.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/017.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/029.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/015.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/014.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/028.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/004.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/010.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/038.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/039.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/011.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/005.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/013.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/007.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/006.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/012.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/129.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/101.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/115.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/075.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/061.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/060.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/074.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/048.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/114.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/100.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/128.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/116.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/102.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/089.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/062.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/076.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/063.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/088.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/103.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/117.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/113.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/098.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/067.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/073.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/072.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/066.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/099.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/106.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/112.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/104.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/070.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/064.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/058.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/059.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/071.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/111.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/108.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/134.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/097.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/083.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/068.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/040.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/041.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/055.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/082.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/096.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/135.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/121.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/123.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/080.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/094.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/057.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/056.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/042.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/095.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/081.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/122.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/136.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/132.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/126.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/085.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/046.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/052.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/053.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/047.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/090.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/084.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/127.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/133.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/125.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/131.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/092.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/086.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/051.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/079.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/078.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/087.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/093.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/118.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/130.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/124.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/037.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/023.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/022.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/036.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/020.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/035.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/021.jpg,EMPEROR GUM MOTH,train
22,train/EMPEROR GUM MOTH/009.jpg,EMPEROR GUM MOTH,train
